id	name	namespace	CTAffiliated	BrainAffiliated	def
GO:0016125	sterol metabolic process	biological_process	F		The chemical reactions and pathways involving sterols, steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule. [ISBN:0198547684]
GO:0016192	vesicle-mediated transport	biological_process	F		A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane. [GOC:ai, GOC:mah, ISBN:08789310662000]
GO:0016197	endosomal transport	biological_process	F		The directed movement of substances mediated by an endosome, a membrane-bounded organelle that carries materials enclosed in the lumen or located in the endosomal membrane. [ISBN:0198506732]
GO:0016226	iron-sulfur cluster assembly	biological_process	F		The incorporation of iron and exogenous sulfur into a metallo-sulfur cluster. [GOC:jl, GOC:mah, GOC:pde, GOC:vw]
GO:0016236	macroautophagy	biological_process	F		The autophagic process that proceeds via the formation of an autophagosome. [PMID:24366339]
GO:0016239	positive regulation of macroautophagy	biological_process	F		Any process, such as recognition of nutrient depletion, that activates or increases the rate of macroautophagy to bring cytosolic macromolecules to the vacuole/lysosome for degradation. [GOC:go_curators, PMID:9412464]
GO:0016241	regulation of macroautophagy	biological_process	F		Any process that modulates the frequency, rate or extent of macroautophagy. [GOC:krc]
GO:0016266	O-glycan processing	biological_process	F		The stepwise addition of carbohydrate or carbohydrate derivative residues to the initially added O-linked residue (usually GalNAc) to form a core O-glycan structure. [GOC:mah, GOC:pr, PMID:10580130]
GO:0016310	phosphorylation	biological_process	F		The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide. [ISBN:0198506732]
GO:0016311	dephosphorylation	biological_process	F		The process of removing one or more phosphoric (ester or anhydride) residues from a molecule. [ISBN:0198506732]
GO:0016338	calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules	biological_process	F		The attachment of one cell to another cell via adhesion molecules that do not require the presence of calcium for the interaction. [GOC:hb]
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	biological_process	F		The attachment of one cell to another cell via adhesion molecules that require the presence of calcium for the interaction. [GOC:hb]
GO:0016358	dendrite development	biological_process	F		The process whose specific outcome is the progression of the dendrite over time, from its formation to the mature structure. [GOC:aruk, GOC:bc, GOC:jl, ISBN:0198506732, PMID:22683681]
GO:0016477	cell migration	biological_process	F		The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues. [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]
GO:0016485	protein processing	biological_process	F		Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein. [GOC:curators, GOC:jl, GOC:jsg]
GO:0016525	negative regulation of angiogenesis	biological_process	T		Any process that stops, prevents, or reduces the frequency, rate or extent of angiogenesis. [GOC:go_curators]
GO:0016540	protein autoprocessing	biological_process	F		Processing which a protein carries out itself. This involves actions such as the autolytic removal of residues to generate the mature form of the protein. [GOC:ai, PMID:9335337]
GO:0016567	protein ubiquitination	biological_process	F		The process in which one or more ubiquitin groups are added to a protein. [GOC:ai]
GO:0016570	obsolete histone modification	biological_process	F		OBSOLETE. The covalent alteration of one or more amino acid residues within a histone protein. [GOC:krc]
GO:0016573	obsolete histone acetylation	biological_process	F		OBSOLETE. The modification of a histone by the addition of an acetyl group. [GOC:ai]
GO:0016575	obsolete histone deacetylation	biological_process	F		OBSOLETE. The modification of histones by removal of acetyl groups. [GOC:ai]
GO:0016579	protein deubiquitination	biological_process	F		The removal of one or more ubiquitin groups from a protein. [GOC:ai]
GO:0016601	Rac protein signal transduction	biological_process	F		An intracellular signaling cassette in which a small monomeric GTPase of the Rac subfamily relays a signal. [GOC:bf]
GO:0016925	protein sumoylation	biological_process	F		The process in which a SUMO protein (small ubiquitin-related modifier) is conjugated to a target protein via an isopeptide bond between the carboxy-terminus of SUMO with an epsilon-amino group of a lysine residue of the target protein. [GOC:jl, PMID:11265250]
GO:0016973	poly(A)+ mRNA export from nucleus	biological_process	F		The directed movement of poly(A)+ mRNA out of the nucleus into the cytoplasm. [GOC:ai]
GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	biological_process	F		Any process that modulates the frequency, rate or extent of activity of any TGF-beta receptor signaling pathway. [GOC:mah]
GO:0017148	negative regulation of translation	biological_process	F		Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of proteins by the translation of mRNA or circRNA. [GOC:isa_complete]
GO:0017156	calcium-ion regulated exocytosis	biological_process	F		The release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle by fusion of the vesicle with the plasma membrane of a cell, induced by a rise in cytosolic calcium-ion levels. [GOC:go_curators]
GO:0017157	regulation of exocytosis	biological_process	F		Any process that modulates the frequency, rate or extent of exocytosis. [GOC:go_curators]
GO:0017158	regulation of calcium ion-dependent exocytosis	biological_process	F		Any process that modulates the frequency, rate or extent of calcium ion-dependent exocytosis. [GOC:go_curators]
GO:0018105	peptidyl-serine phosphorylation	biological_process	F		The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine. [RESID:AA0037]
